genres,release_date,id,item_id,playtime_forever
"['Adventure', 'Casual', 'Indie']",2015-07-20,376560.0,252950,15066
"['Action', 'Free to Play', 'Indie', 'Early Access']",2015-07-20,386600.0,258010,599
['Indie'],2015-07-20,388340.0,259660,74
"['Casual', 'Indie', 'Sports', 'Strategy']",2014-02-19,388390.0,367540,0
"['Casual', 'Indie']",2015-07-20,345040.0,301520,7735
"['Action', 'Casual', 'Indie']",2015-07-20,389180.0,304050,10797
"['Action', 'Indie', 'RPG', 'Strategy']",2015-07-20,310890.0,224600,0
"['Action', 'Casual', 'Massively Multiplayer']",2015-07-21,381151.0,312990,214
"['Action', 'Casual', 'Massively Multiplayer']",2015-07-21,381152.0,227940,0
"['Action', 'Strategy']",2015-07-22,316430.0,323370,3201
"['Racing', 'Simulation', 'Sports']",2015-07-21,334771.0,299700,501
['Action'],2015-07-21,354426.0,335240,65
"['Action', 'Adventure', 'Indie']",2015-07-21,341870.0,342200,63
['Action'],2015-07-21,351552.0,342980,153
['Indie'],2015-07-21,384270.0,343330,7
"['Casual', 'Indie']",2015-07-21,368160.0,346110,404
"['Casual', 'Simulation']",2015-07-21,369782.0,407530,0
"['Casual', 'Simulation']",2015-07-21,369785.0,359320,3081
"['Casual', 'Simulation']",2015-07-21,369784.0,285920,466
"['Casual', 'Simulation']",2015-07-21,369786.0,363970,1661
"['Casual', 'Simulation']",2015-07-21,369783.0,383580,7
"['Casual', 'Simulation']",2015-07-21,369787.0,386070,1428
['Strategy'],2015-07-21,386820.0,291550,1184
['Strategy'],2015-07-21,344122.0,394510,798
['Strategy'],2015-07-21,344121.0,287920,1641
"['Action', 'Adventure']",2015-07-23,333815.0,299360,49
"['Action', 'Adventure']",2015-07-23,333813.0,280790,328
"['Action', 'Adventure']",2015-07-23,333816.0,417860,41
"['Action', 'Adventure']",2015-07-23,333817.0,429790,15
"['Action', 'Adventure']",2015-07-23,333811.0,384490,593
"['Action', 'Indie', 'Strategy']",2015-07-23,388090.0,214850,2656
['Strategy'],2015-07-23,385960.0,493650,0
"['Action', 'Casual', 'Indie', 'Simulation']",2013-06-01,389460.0,324810,0
"['Action', 'Indie', 'RPG', 'Early Access']",2015-07-23,362310.0,3910,6874
"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-07-24,386260.0,550,6299
"['Action', 'Casual']",2015-07-24,376350.0,223530,0
"['Adventure', 'Indie']",2015-07-24,361550.0,34030,148
"['Action', 'Adventure', 'Indie', 'RPG']",2015-07-24,345180.0,3730,4
"['Adventure', 'Indie']",2015-07-24,380710.0,33910,5
"['Action', 'Indie', 'Strategy']",2015-07-24,386320.0,33930,82
"['Casual', 'Indie', 'RPG']",2015-07-24,278590.0,400,0
"['Casual', 'Indie', 'RPG']",2015-07-24,390020.0,620,0
"['Casual', 'Simulation', 'Sports', 'Strategy']",2014-04-03,388270.0,105600,25557
['Indie'],2015-07-24,346430.0,72850,7593
"['Adventure', 'Casual', 'Indie', 'RPG']",2015-07-24,385900.0,91310,460
"['Action', 'Indie']",2015-07-24,365850.0,205790,0
"['Action', 'Casual', 'Indie', 'RPG']",2015-07-27,371690.0,219740,5901
"['Action', 'Casual', 'Racing']",2015-07-08,384350.0,322330,4008
"['Indie', 'Simulation', 'Sports', 'Early Access']",2015-07-27,340960.0,218230,0
['Racing'],2015-07-04,378550.0,238960,0
['Racing'],2015-07-14,378552.0,223710,50
['Racing'],2015-07-14,378551.0,222480,206
"['Action', 'Indie', 'Racing']",2015-07-27,378730.0,252490,3904
"['Adventure', 'Casual']",2015-07-29,377720.0,105450,4626
"['Casual', 'Indie']",2015-07-30,388160.0,221380,6927
"['Action', 'Adventure', 'Indie', 'Early Access']",2015-07-31,341010.0,254700,90
"['Casual', 'Indie']",2015-07-30,348340.0,293260,781
"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-07-31,381220.0,286160,31
"['Adventure', 'Indie', 'RPG']",2015-07-30,378830.0,304930,1813
"['Action', 'Adventure', 'Indie']",2015-07-30,350780.0,317110,14258
"['Adventure', 'Casual', 'Indie', 'RPG']",2015-07-30,370780.0,21690,0
"['Action', 'Indie', 'Racing', 'Simulation']",2015-07-30,389840.0,214490,485
"['Action', 'Adventure', 'Indie']",2015-07-31,357750.0,65980,737
"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",2015-07-30,317730.0,334230,21554
"['Action', 'Casual', 'Indie']",2015-07-31,388500.0,386360,1028
"['Casual', 'Indie', 'Strategy', 'Early Access']",2015-07-31,377220.0,413150,6368
"['Casual', 'Indie', 'Strategy']",2015-07-31,387270.0,20900,283
"['Action', 'Indie', 'Early Access']",2015-07-31,280010.0,23490,0
['Adventure'],2013-11-10,391590.0,43110,549
"['Action', 'Simulation', 'Sports']",2015-08-03,367990.0,620,1254
"['Adventure', 'Indie']",2015-07-31,377470.0,205790,0
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2015-08-03,388780.0,730,8205
"['Adventure', 'Indie', 'RPG']",2015-08-03,324730.0,200710,4114
"['Casual', 'Indie']",2015-07-31,387890.0,11610,2353
"['Action', 'Indie']",2015-08-03,292600.0,248570,231
"['Indie', 'Strategy']",2015-08-03,383050.0,234390,145
"['Adventure', 'Indie']",2015-08-03,301860.0,49520,2050
"['Adventure', 'Indie']",2015-08-03,389830.0,8930,12838
"['Action', 'Indie']",2015-08-04,381610.0,304930,15
"['Action', 'Indie']",2015-08-04,390060.0,317360,67
"['Adventure', 'Indie', 'RPG']",2015-08-04,375430.0,329860,160
"['Adventure', 'Indie']",2015-08-04,388680.0,219740,468
"['Indie', 'Simulation', 'Strategy']",2015-08-04,386580.0,322330,1831
"['Action', 'Adventure', 'Casual', 'Indie']",2015-08-04,380700.0,377840,1272
"['Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",2015-08-04,391840.0,4000,5438
"['Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",2015-08-04,391830.0,27000,31
['Simulation'],2015-08-04,379241.0,33910,1351
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2008-03-07,376140.0,33930,163
['Casual'],2015-08-04,379390.0,219540,0
"['Casual', 'Simulation']",2015-08-04,369794.0,105600,5752
"['Casual', 'Simulation']",2015-08-04,369795.0,205790,0
"['Casual', 'Simulation']",2015-08-04,369797.0,219640,44
"['Casual', 'Simulation']",2015-08-04,369796.0,232210,0
['Indie'],2015-08-04,384410.0,200170,479
"['Indie', 'Simulation', 'Strategy']",2015-08-04,386570.0,11610,14
['RPG'],2015-08-04,347830.0,36620,332
"['Action', 'Casual', 'Indie']",2015-08-04,374230.0,99900,117
"['Adventure', 'Indie']",2015-08-04,374950.0,104700,163
"['Adventure', 'Indie']",2015-08-04,390120.0,105430,10
['Action'],2015-08-04,383710.0,113400,853
"['Indie', 'RPG', 'Sports', 'Strategy', 'Early Access']",2015-08-05,340530.0,200210,25
"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2015-08-05,383120.0,207230,62
"['Casual', 'Indie', 'Strategy']",2015-08-05,368780.0,208090,35
"['Indie', 'Simulation']",2015-08-04,386990.0,212200,0
"['Action', 'Adventure', 'Indie']",2015-08-05,385710.0,212220,109
['Utilities'],2015-08-07,393560.0,238960,0
"['Action', 'Adventure', 'Indie', 'Simulation']",2015-09-28,387070.0,39000,65
"['Action', 'Adventure', 'Indie']",2015-08-05,392400.0,39120,0
"['Adventure', 'Free to Play', 'Indie', 'RPG']",2015-08-10,387860.0,209870,2
"['Racing', 'Sports']",2015-08-10,393540.0,223710,491
"['Indie', 'RPG']",2015-08-10,315860.0,271290,52
['Action'],2015-08-10,343595.0,216150,653
"['Casual', 'Indie']",2015-08-10,355450.0,224260,17
"['Action', 'Indie']",2015-08-10,354270.0,224580,34
"['Action', 'Indie']",2015-08-10,390660.0,234190,10
"['Action', 'Casual', 'Indie']",2015-08-10,393630.0,207140,487
"['Casual', 'Indie', 'Strategy']",2015-08-11,355120.0,368730,0
"['Action', 'Indie']",2015-08-10,272330.0,218620,606
"['Indie', 'Strategy']",2015-08-10,388790.0,244730,0
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015-08-10,337210.0,252490,75
"['Action', 'Adventure', 'Indie', 'RPG']",2015-08-10,300780.0,238910,3
"['Action', 'Adventure', 'Indie', 'RPG']",2015-08-10,240620.0,257710,13
"['Action', 'Adventure', 'Indie']",2015-08-10,391740.0,261180,65
"['Action', 'Indie', 'Sports']",2015-08-11,365660.0,239840,0
"['Casual', 'Simulation']",2015-08-11,369798.0,550,432
"['Casual', 'Simulation']",2015-08-11,369799.0,223530,0
"['Casual', 'Simulation']",2015-08-11,369800.0,232790,0
"['Action', 'Strategy']",2015-08-12,391433.0,274350,3
"['Indie', 'Strategy']",2015-08-12,386900.0,225840,196
['Indie'],2015-08-12,379760.0,300580,0
"['Indie', 'Strategy']",2015-08-12,391900.0,301520,68
"['Free to Play', 'Indie', 'Strategy']",2015-08-15,340260.0,303210,0
['RPG'],2015-08-12,365720.0,304930,23
"['Adventure', 'Casual', 'Indie']",2015-08-12,393550.0,268420,14
"['Indie', 'Simulation']",2015-08-12,365450.0,316010,11
"['Action', 'Adventure', 'Indie']",2015-08-12,390890.0,316790,0
"['Adventure', 'Free to Play', 'Indie']",2015-08-12,392450.0,317360,118
"['Action', 'Indie', 'Racing', 'Sports']",2015-07-07,391680.0,17580,0
"['Action', 'Indie', 'Racing', 'Sports']",2015-07-07,393580.0,41300,24
"['Indie', 'Strategy']",2015-08-13,386840.0,323370,0
"['Action', 'Indie']",2015-08-13,365680.0,219740,1556
"['Action', 'Indie']",2015-08-13,394190.0,322330,958
"['Action', 'Casual', 'Indie', 'Strategy']",2015-08-14,393990.0,346110,79
"['Action', 'Adventure', 'Indie']",2015-08-13,384280.0,407530,0
"['Action', 'Adventure', 'Indie', 'RPG']",2015-08-14,391260.0,346120,25
['Simulation'],2015-08-13,379541.0,346900,0
"['Indie', 'RPG', 'Strategy']",2015-08-13,394810.0,363970,370
"['Indie', 'RPG', 'Strategy']",2015-08-13,394811.0,377080,0
"['Action', 'Adventure', 'Indie', 'Strategy']",2015-08-13,325760.0,383080,289
"['Indie', 'RPG', 'Strategy']",2015-08-13,390750.0,385710,0
"['Racing', 'Simulation']",2015-08-14,392890.0,291550,567
"['Adventure', 'Indie']",2015-08-13,393270.0,253030,82
"['Simulation', 'Strategy']",2015-08-14,271360.0,417860,127
['Indie'],2015-08-14,381900.0,417890,3
"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",2015-08-13,250540.0,418340,215
"['Casual', 'Indie']",2015-08-14,390570.0,426330,176
"['Casual', 'Indie']",2015-08-14,394400.0,429300,0
"['Casual', 'Indie', 'Simulation']",2015-08-14,368310.0,431540,44
"['Indie', 'Strategy']",2015-08-18,390510.0,244930,1
"['Action', 'Strategy']",2015-08-21,390980.0,4700,3759
"['Action', 'Free to Play', 'Indie']",2015-08-18,382490.0,8500,2630
"['Action', 'RPG']",2015-08-18,340170.0,17480,185
"['Action', 'Adventure']",2015-08-18,339230.0,550,5142
"['Action', 'Indie']",2015-08-18,307620.0,223530,0
['Strategy'],2015-08-18,386070.0,34030,8488
"['Action', 'Indie']",2015-08-18,380990.0,15620,963
"['Casual', 'Simulation']",2015-08-18,369803.0,20570,184
"['Casual', 'Simulation']",2015-08-18,369804.0,40100,1373
"['Casual', 'Simulation']",2015-08-18,369805.0,35140,337
"['Casual', 'Simulation']",2015-08-18,369806.0,33910,30
['Casual'],2015-08-18,376760.0,33930,1329
['Casual'],2015-08-18,376770.0,219540,0
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-08-18,395690.0,42910,304
"['Casual', 'Simulation']",2015-08-18,369807.0,56400,2132
['Strategy'],2015-02-20,392700.0,34330,9054
"['Indie', 'Simulation']",2015-08-18,395070.0,105600,4177
"['Racing', 'Simulation']",2015-08-18,361841.0,20920,172
"['Adventure', 'Casual', 'Indie', 'Sports']",2015-08-18,366050.0,91310,1512
"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",2015-08-19,395150.0,33460,1032
"['Adventure', 'Indie', 'RPG']",2015-08-19,391660.0,48000,570
"['Action', 'Indie']",2015-08-19,355350.0,107100,578
"['Free to Play', 'Simulation', 'Strategy']",2010-10-21,354640.0,40950,0
['Indie'],2015-08-19,343560.0,47400,540
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2012-06-06,348980.0,72850,4707
"['Action', 'Indie', 'RPG']",2015-08-19,330270.0,65800,699
"['Action', 'Casual', 'Indie']",2015-08-19,347510.0,201290,722
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2015-08-19,366450.0,48240,1041
['Action'],2015-08-19,337180.0,41070,85
"['Adventure', 'Indie']",2015-08-19,394350.0,200260,0
"['Indie', 'Strategy']",2015-08-20,324400.0,202710,151
"['Casual', 'Free to Play', 'Indie', 'Simulation']",2015-08-19,375950.0,105450,149
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",2015-08-19,386913.0,58610,491
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']",2015-08-20,386920.0,205790,0
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']",2015-08-20,384520.0,204880,2122
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']",2015-08-20,384340.0,22100,178
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Simulation']",2015-08-20,386911.0,48700,5601
['Animation &amp; Modeling'],2015-08-20,388980.0,48720,227
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2015-08-21,391580.0,200710,212
"['Action', 'Indie']",2015-08-20,358650.0,6910,0
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2015-08-20,322950.0,6920,0
"['Casual', 'Free to Play', 'Indie', 'Simulation']",2015-08-18,378710.0,28050,1068
"['Adventure', 'Indie', 'RPG']",2015-08-20,269690.0,201280,0
"['Audio Production', 'Utilities', 'Video Production']",2015-08-20,393700.0,211420,59
"['Audio Production', 'Utilities', 'Video Production']",2015-08-20,393720.0,65740,159
"['Audio Production', 'Utilities', 'Video Production']",2015-08-20,393690.0,49520,1508
"['Action', 'Casual', 'Free to Play', 'Indie']",2015-08-20,354900.0,42160,1048
"['Audio Production', 'Utilities']",2015-08-20,393710.0,206980,0
"['Action', 'Adventure', 'Indie']",2015-08-20,319910.0,205100,451
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",2014-01-07,390940.0,200510,2160
['Indie'],2015-08-20,374530.0,214560,96
"['Action', 'Indie']",2015-08-20,330670.0,226700,28
"['Indie', 'RPG']",2015-08-21,396240.0,50620,63
"['Casual', 'Indie', 'Strategy']",2015-08-21,367710.0,50650,6
"['Indie', 'Strategy']",2015-08-21,396510.0,388410,0
"['Action', 'Adventure', 'Indie', 'RPG']",2015-08-21,396160.0,227100,376
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",2015-08-21,395480.0,204080,12
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-08-21,392930.0,227680,45
"['Action', 'Indie']",2014-12-25,396610.0,202270,257
"['Action', 'Indie']",2014-12-25,396620.0,214950,11915
"['Action', 'Adventure', 'Indie']",2015-08-24,380540.0,233250,405
['RPG'],2007-10-19,391030.0,1250,60
['Adventure'],2009-10-21,372570.0,35420,0
['Strategy'],2015-08-24,395051.0,208140,133
"['Action', 'Free to Play', 'Indie']",2007-05-27,380840.0,231430,374
"['Action', 'Adventure', 'Indie']",2015-08-24,350970.0,218620,2794
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-08-24,396490.0,241540,14
"['Adventure', 'Casual', 'Indie']",2011-05-29,396730.0,242050,2832
"['Action', 'Adventure', 'Casual', 'Indie']",2015-08-17,395380.0,239160,243
"['Adventure', 'Indie']",2015-08-25,297720.0,238430,14
"['Action', 'Adventure', 'Indie', 'Early Access']",2015-08-25,386340.0,261570,1035
"['Action', 'Adventure', 'Indie']",2015-08-25,393730.0,262060,826
"['Casual', 'Simulation']",2015-08-26,348510.0,266840,310
"['Action', 'Indie', 'RPG', 'Early Access']",2015-08-26,336440.0,269770,182
"['Action', 'Casual', 'Indie']",2015-08-26,394140.0,283640,221
"['Action', 'Adventure', 'Indie', 'RPG']",2004-11-11,277650.0,236430,615
"['Action', 'Indie', 'Racing']",2015-08-26,352900.0,8870,222
"['Action', 'Casual', 'Indie']",2015-08-26,392020.0,201810,359
"['Action', 'Casual', 'Indie']",2015-08-26,393650.0,301640,516
"['Casual', 'Indie', 'Strategy']",2015-08-26,397400.0,244160,509
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2015-08-26,356130.0,311310,17772
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015-08-26,395930.0,241930,2068
"['Action', 'Free to Play', 'Indie']",2015-11-03,298641.0,239140,585
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Sports']",2015-08-26,393410.0,325610,4822
"['Adventure', 'Indie']",2015-08-27,362680.0,289130,86
"['Racing', 'Simulation', 'Sports']",2015-08-27,334774.0,273350,852
"['Free to Play', 'RPG']",2014-02-17,385260.0,346110,3835
"['Action', 'Adventure', 'Indie']",2015-08-27,310850.0,407530,0
"['Action', 'Adventure', 'Indie', 'RPG']",2015-08-27,394750.0,363680,505
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2015-08-27,378580.0,219740,0
"['Indie', 'Simulation', 'Strategy']",2015-08-27,344850.0,322330,503
['Simulation'],2015-08-27,325962.0,377160,4293
"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",2015-06-25,349220.0,236110,11
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-08-27,384310.0,281610,350
"['Adventure', 'Casual', 'Indie']",2013-09-13,386870.0,364360,3687
"['Adventure', 'Indie', 'RPG', 'Simulation']",2015-08-27,379730.0,240,359
"['Action', 'RPG']",2015-08-27,384020.0,4700,630
['Casual'],2015-08-27,394270.0,4000,5658
"['Adventure', 'Indie']",2015-08-27,316890.0,10500,4295
"['Action', 'Adventure', 'Indie']",2015-08-27,394730.0,33910,895
"['Indie', 'Simulation', 'Strategy']",2015-08-27,394090.0,6060,905
"['Action', 'Indie', 'Strategy']",2015-08-27,357690.0,24840,206
['Action'],2015-08-27,331600.0,550,1066
"['Adventure', 'Casual']",2011-12-24,394680.0,223530,0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2015-08-28,315330.0,34030,3176
"['Casual', 'Simulation']",2015-09-01,369815.0,48700,70196
"['Action', 'Indie', 'RPG']",2015-08-27,398440.0,43110,565
"['Action', 'Indie']",2015-08-27,395290.0,8190,2
['Strategy'],2015-08-31,361160.0,33930,24502
"['Action', 'Indie']",2015-08-29,399100.0,219540,3
"['Adventure', 'Free to Play']",2013-10-03,398450.0,64000,1608
['Sports'],2015-08-31,399180.0,34330,905
"['Action', 'Adventure', 'Indie']",2015-09-01,322440.0,44340,892
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2015-08-31,287920.0,48720,9622
['Action'],2015-08-31,382130.0,72850,11630
"['Action', 'Adventure']",2015-09-01,234140.0,2430,0
"['Action', 'Indie']",2015-08-31,394030.0,209080,597
"['Adventure', 'Free to Play']",2015-09-01,388490.0,42160,3351
"['Action', 'Adventure', 'Indie', 'RPG']",2015-09-01,378080.0,206980,0
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2014-08-08,399090.0,200510,5216
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015-09-01,384550.0,219640,3885
"['Action', 'Adventure', 'Indie']",2015-09-01,395510.0,232210,41
['Strategy'],2015-09-01,392470.0,4920,757
"['Action', 'Adventure']",2015-09-01,287700.0,13140,12
['Strategy'],2015-09-01,392645.0,109600,0
['Strategy'],2015-09-01,392647.0,218230,345
['Strategy'],2015-09-01,392646.0,230410,4409
['Strategy'],2015-09-01,392644.0,236390,38620
['Strategy'],2015-09-01,392642.0,243870,3050
['Strategy'],2015-09-01,392641.0,248570,665
['Strategy'],2015-09-01,392643.0,262410,0
['Strategy'],2015-09-01,392630.0,265630,349
"['Action', 'Adventure', 'Indie', 'Strategy']",2015-08-25,393400.0,271290,5
['Strategy'],2015-09-01,392640.0,223750,92
"['Action', 'Indie']",2015-09-01,388970.0,224260,45
"['Adventure', 'Free to Play', 'Indie']",2015-09-01,398600.0,253710,2473
['Action'],2015-09-01,397000.0,224580,5948
"['Adventure', 'Casual', 'Free to Play', 'Indie']",2015-09-02,399520.0,35450,2890
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015-09-02,296970.0,242760,1974
"['Indie', 'Strategy']",2015-06-01,374210.0,242860,5366
"['Action', 'Adventure', 'Indie']",2015-09-07,371210.0,242920,3197
"['Action', 'Adventure', 'Indie', 'RPG']",2015-09-07,365870.0,107410,25700
"['Action', 'Free to Play']",2015-09-08,387440.0,218620,7804
"['Action', 'Free to Play']",2015-09-08,386360.0,236850,45
"['Action', 'Indie']",2015-09-08,331190.0,251060,322
['Action'],2015-09-08,378504.0,252490,3635
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2015-09-08,401490.0,252950,523
"['Adventure', 'Indie']",2015-09-08,355630.0,214950,19039
"['Casual', 'Simulation']",2015-09-08,369817.0,238430,345
"['Casual', 'Simulation']",2015-09-08,369816.0,263280,235
"['Adventure', 'Indie']",2015-09-08,324270.0,367690,0
"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",2015-09-08,397121.0,263760,506
"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",2015-09-08,397122.0,264710,1025
"['Action', 'Indie', 'Racing', 'Simulation']",2015-09-04,400500.0,108600,468
"['Adventure', 'Free to Play']",2015-09-07,399840.0,265930,456
['Utilities'],2006-09-19,282660.0,221100,6772
"['RPG', 'Strategy']",2015-09-10,365480.0,268650,4224
"['Casual', 'Indie', 'Racing']",2015-09-09,384040.0,8930,4115
"['RPG', 'Simulation', 'Strategy']",2015-09-10,390180.0,244450,4388
"['Adventure', 'Indie']",2015-09-10,274350.0,222880,7189
"['Indie', 'Strategy']",2015-09-10,395990.0,274920,56
"['Action', 'RPG']",2015-09-10,401650.0,290080,1032
['Casual'],2008-07-15,394480.0,293010,145
"['Action', 'Simulation', 'Sports']",2007-01-01,374090.0,413710,167
"['Action', 'Adventure']",2015-09-10,347080.0,234530,21
"['Adventure', 'Casual']",2015-09-10,390200.0,289130,494
"['Action', 'Indie']",2015-09-08,401780.0,298240,121
"['Indie', 'Simulation', 'Strategy']",2015-09-10,401580.0,301520,29
"['Adventure', 'Indie', 'RPG']",2015-09-11,394720.0,65790,28
"['Adventure', 'Indie']",2014-07-01,398210.0,302670,1206
"['Action', 'Adventure', 'Indie']",2015-09-11,397240.0,238090,1243
"['Indie', 'RPG']",2015-09-15,391540.0,307960,2085
['Strategy'],2015-09-15,343463.0,311310,887
"['Indie', 'RPG']",2015-09-15,391570.0,291480,940
"['Casual', 'Indie', 'Strategy']",2015-09-15,359570.0,205790,0
"['Action', 'Indie']",2015-09-15,375290.0,221380,1099
"['Action', 'Indie']",2015-09-15,380640.0,325610,16239
"['Action', 'Adventure', 'Indie', 'RPG']",2015-09-15,400220.0,289650,1816
"['Casual', 'Simulation']",2015-09-15,369821.0,274940,56
"['Action', 'Indie']",2015-09-15,356580.0,730,11868
"['Casual', 'Simulation']",2015-09-15,369822.0,333930,194
"['Action', 'Casual', 'Indie']",2015-09-15,403280.0,219740,0
"['Casual', 'Simulation']",2015-09-15,369823.0,322330,457
"['Casual', 'Simulation']",2015-09-15,369820.0,344760,151
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",2015-09-15,402950.0,346110,805
"['Indie', 'Strategy']",2015-09-15,397870.0,407530,0
"['Casual', 'Indie']",2015-09-15,403550.0,306130,1479
"['Casual', 'Indie']",2015-09-16,397490.0,365720,1
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2015-09-15,372340.0,244050,51
"['Casual', 'Indie']",2015-09-16,396860.0,391460,0
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015-09-16,353640.0,393380,561
"['Indie', 'RPG', 'Simulation', 'Strategy']",2015-09-16,400580.0,268500,596
"['Action', 'Indie', 'RPG']",2015-09-16,403440.0,427730,411
['Adventure'],2015-09-18,391120.0,433850,167
['Racing'],1998-09-30,393290.0,439700,0
"['Indie', 'Strategy']",2015-09-16,384660.0,433530,78
"['Action', 'Indie', 'Simulation']",2015-09-16,403010.0,498330,198
"['Action', 'Adventure', 'Indie']",2015-09-16,380020.0,3920,628
['Adventure'],2015-09-17,373240.0,240,851
"['Action', 'Adventure', 'Indie', 'Simulation']",2015-09-17,401190.0,4000,5047
"['Casual', 'Indie']",2015-09-17,382270.0,13210,1820
['Strategy'],2015-09-17,365560.0,17390,683
"['Indie', 'Simulation']",2000-03-01,390220.0,17410,0
['Simulation'],2009-07-12,24010.0,6060,611
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2015-09-17,402160.0,21690,1716
['Indie'],2015-09-17,284260.0,24790,440
"['Action', 'Adventure', 'Indie', 'RPG']",2015-09-17,238240.0,550,6714
"['Adventure', 'Indie']",2015-09-17,300280.0,223530,0
"['Action', 'Indie']",2015-09-17,403900.0,40100,162
"['Adventure', 'Indie']",2015-09-17,395450.0,48700,19180
"['Adventure', 'Indie']",2015-09-17,346090.0,24960,211
"['Action', 'Indie']",2015-09-17,338760.0,33910,2
"['Casual', 'Strategy']",2015-09-17,376680.0,33930,8
"['Action', 'Adventure', 'Indie']",2015-09-17,287840.0,219540,0
"['Action', 'Adventure', 'Indie']",2015-09-17,400720.0,8930,20686
"['Free to Play', 'Massively Multiplayer']",2015-09-16,362070.0,8980,13
"['Action', 'Adventure', 'Indie']",2015-09-17,400721.0,105600,10236
"['Action', 'Indie']",2015-09-18,400120.0,91700,278
"['Indie', 'Sports']",2015-09-18,392070.0,1250,1092
"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",2015-09-18,324190.0,35420,0
"['Action', 'Indie']",2015-05-20,397580.0,91310,1389
"['Indie', 'Sports']",2015-09-18,403140.0,113200,193
['Adventure'],2015-09-18,402210.0,65800,19107
"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2015-09-18,344820.0,42910,119
"['Action', 'Casual', 'Indie']",2015-09-18,387110.0,22380,267
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Web Publishing']",2015-09-18,297142.0,204880,1439
"['Casual', 'Simulation']",2015-09-22,369826.0,201790,1942
"['Casual', 'Simulation']",2015-09-22,369825.0,98800,326
"['Casual', 'Indie']",2015-09-21,392780.0,730,256
"['Casual', 'Indie']",2015-09-21,392810.0,216390,0
"['Action', 'Indie', 'RPG']",2015-09-21,399270.0,204360,526
"['Action', 'Indie', 'RPG', 'Strategy']",2015-09-21,403910.0,220260,331
"['Indie', 'Simulation', 'Early Access']",2015-09-21,391520.0,221020,938
"['Casual', 'RPG']",2015-09-17,403740.0,219740,5036
"['Action', 'Indie', 'RPG']",2015-09-21,280600.0,322330,3493
['Adventure'],2015-09-21,398860.0,221260,298
['Strategy'],2015-09-21,395190.0,200210,32
"['Action', 'Indie', 'RPG', 'Strategy']",2015-09-21,370020.0,230410,0
"['Adventure', 'Indie', 'Strategy', 'Early Access']",2015-09-21,392690.0,241600,949
"['Action', 'Adventure', 'Indie']",2015-09-21,282140.0,242880,83
['Indie'],2015-09-22,323040.0,231740,30
